Judul,Tahun,Penulis,Publikasi,Dikutip,Link
Health assessment of Tahura Banten on plant and or animal collection blocks.,2023,"Authors : NA Rohman, R Safe'i, SB Yuwono, GD Winanrno, SP Harianto, ...",,0 cited,https://scholar.google.com/scholar?q=+intitle:'Health assessment of Tahura Banten on plant and or animal collection blocks.'
"ANALISIS TINGKAT KENYAMANAN BERDASARKAN TEMPERATURE HUMIDITY INDEX (THI) DI HUTAN KOTA TERMINAL 16C, HUTAN KOTA TESARIGAGA DAN HUTAN KOTA ISLAMIC CENTER KOTA METRO LAMPUNG",2023,"Authors : R Damayanti, R Safe’i, A Setiawan, SB Yuwono","Jurnal Hutan Tropis 11 (3), 364-370, 2023",2 cited,"https://scholar.google.com/scholar?q=+intitle:'ANALISIS TINGKAT KENYAMANAN BERDASARKAN TEMPERATURE HUMIDITY INDEX (THI) DI HUTAN KOTA TERMINAL 16C, HUTAN KOTA TESARIGAGA DAN HUTAN KOTA ISLAMIC CENTER KOTA METRO LAMPUNG'"
PENDUGAAN RAGAM GENETIK DAN HERITABILITAS BEBERAPA GENOTIPE PADI TIPE BARU (PTB),2023,"Authors : D Dulbari, D Ahyuni, N Sa’diyah, M Kamal","Agroplantae: Jurnal Ilmiah Terapan Budidaya dan Pengelolaan Tanaman …, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'PENDUGAAN RAGAM GENETIK DAN HERITABILITAS BEBERAPA GENOTIPE PADI TIPE BARU (PTB)'
Keragaman kanopi cabai (Capsicum annuum L.) varietas laris generasi M4 hasil iradiasi sinar gamma,2023,"Authors : N Sa’diyah, S Ramadiana, IZ Andaya","Prosiding Seminar Nasional Perhimpunan Hortikultura Indonesia 1 (01), 2023",2 cited,https://scholar.google.com/scholar?q=+intitle:'Keragaman kanopi cabai (Capsicum annuum L.) varietas laris generasi M4 hasil iradiasi sinar gamma'
Pengolahan limbah cair laundry menggunakan ekstrak biji kelor sebagai biokoagulan,2023,"Authors : L Hermida, J Agustian, Z Azizah","Jurnal Teknologi dan Inovasi Industri (JTII) 4 (1), 2023",2 cited,https://scholar.google.com/scholar?q=+intitle:'Pengolahan limbah cair laundry menggunakan ekstrak biji kelor sebagai biokoagulan'
PELATIHAN IDENTIFIKASI TUMBUHAN BERPOTENSI SEBAGAI OBAT DENGAN METODE SKRINING FARMAKOGNOSI DALAM RANGKA PENGEMBANGAN WISATA TAMAN OBAT DI KEBUN RAYA LIWA LAMPUNG BARAT,2023,"Authors : N Nurcahyani, EL Widiastuti, E Setyaningrum, J Master, B Hermanto","BUGUH: JURNAL PENGABDIAN KEPADA MASYARAKAT 3 (4), 327-333, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'PELATIHAN IDENTIFIKASI TUMBUHAN BERPOTENSI SEBAGAI OBAT DENGAN METODE SKRINING FARMAKOGNOSI DALAM RANGKA PENGEMBANGAN WISATA TAMAN OBAT DI KEBUN RAYA LIWA LAMPUNG BARAT'
"PERILAKU KUKANG SUMATERA (Nycticebus coucang) DI JARINGAN LISTRIK PLN PADA DUA BENTUK TIPE PENGAMAN JARINGAN LISTRIK DI KECAMATAN AIR NANINGAN TANGGAMUS, PROVINSI LAMPUNG",2023,"Authors : E Sianturi, J Master, S Umar, A Subagio, R Huda","Indonesian Journal of Biotechnology and Biodiversity 7 (3), 112-118, 2023",0 cited,"https://scholar.google.com/scholar?q=+intitle:'PERILAKU KUKANG SUMATERA (Nycticebus coucang) DI JARINGAN LISTRIK PLN PADA DUA BENTUK TIPE PENGAMAN JARINGAN LISTRIK DI KECAMATAN AIR NANINGAN TANGGAMUS, PROVINSI LAMPUNG'"
Pelatihan Microsoft Office Dalam Medukung Hard Skill Remaja Masjid Al-Hikmah Perum Taman Hang Tuah Legenda Malaka Batam Center,2023,"Authors : A Amrizal, R Harman, SA Arnomo","PUAN INDONESIA 4 (2), 263-272, 2023",2 cited,https://scholar.google.com/scholar?q=+intitle:'Pelatihan Microsoft Office Dalam Medukung Hard Skill Remaja Masjid Al-Hikmah Perum Taman Hang Tuah Legenda Malaka Batam Center'
PENGARUH TEKNOLOGI E-LEARNING DAN PEMBELAJARAN HYBRID TERHADAP EFEKTIVITAS PEMBELAJARAN BAGI MAHASISWA BEKERJA,2023,"Authors : A Amrizal, R Harman, E Elisa","Ensiklopedia of Journal 5 (2), 302-312, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'PENGARUH TEKNOLOGI E-LEARNING DAN PEMBELAJARAN HYBRID TERHADAP EFEKTIVITAS PEMBELAJARAN BAGI MAHASISWA BEKERJA'
Faktor-Faktor Dominan Dalam Keputusan Pembelian Laptop (Studi Kasus Pada Mahasiswa Di Kota Batam),2023,"Authors : R Harman, A Amrizal, N Nopriadi","Jurnal Desain Dan Analisis Teknologi 2 (1), 109-120, 2023",1 cited,https://scholar.google.com/scholar?q=+intitle:'Faktor-Faktor Dominan Dalam Keputusan Pembelian Laptop (Studi Kasus Pada Mahasiswa Di Kota Batam)'
Purifying pollutant indicators in tofu factory wastewater using a multi soil layering system,2023,"Authors : A Aflizar, R Mayyuliani, J Jamaluddin, A Amrizal","AIP Conference Proceedings 2583 (1), 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'Purifying pollutant indicators in tofu factory wastewater using a multi soil layering system'
"Land suitability evaluation 3D method for mapping the feasibility of the Gambir plantation (Uncaria Gambir. Roxb) in West Sumatra, Indonesia",2023,"Authors : A Aflizar, J Jamaluddin, A Amrizal","AIP Conference Proceedings 2583 (1), 2023",0 cited,"https://scholar.google.com/scholar?q=+intitle:'Land suitability evaluation 3D method for mapping the feasibility of the Gambir plantation (Uncaria Gambir. Roxb) in West Sumatra, Indonesia'"
"Effects of Fin Height, Fin Thickness and Reynolds Number on Heat Transfer Enhancement of Flat-Plate Thermal Collector: A Numerical Analysis",2023,"Authors : A Amrizal, HP Amrul","CFD Letters 15 (4), 53-63, 2023",3 cited,"https://scholar.google.com/scholar?q=+intitle:'Effects of Fin Height, Fin Thickness and Reynolds Number on Heat Transfer Enhancement of Flat-Plate Thermal Collector: A Numerical Analysis'"
Unjuk Kerja Termal dan Elektrikal Kolektor Photovoltaic/Thermal (PV/T) Berdasarkan Ketebalan Sirip Absorber,2023,"Authors : A Amrizal, A Yonanda","MECHANICAL 13 (1), 23-27, 2023",1 cited,https://scholar.google.com/scholar?q=+intitle:'Unjuk Kerja Termal dan Elektrikal Kolektor Photovoltaic/Thermal (PV/T) Berdasarkan Ketebalan Sirip Absorber'
"Corporate governance, karakteristik perusahaan dan green banking di Indonesia",2023,"Authors : I Setiadi, A Amrizal, AR Efriadi","AKUNTABEL: Jurnal Ekonomi dan Keuangan 20 (1), 48-52, 2023",0 cited,"https://scholar.google.com/scholar?q=+intitle:'Corporate governance, karakteristik perusahaan dan green banking di Indonesia'"
"Jurnal Mechanical, Volume 13, Nomor 1, Maret 2022",2023,Authors : A Amrizal,"MECHANICAL 13 (1), 2023",0 cited,"https://scholar.google.com/scholar?q=+intitle:'Jurnal Mechanical, Volume 13, Nomor 1, Maret 2022'"
Alternative Road Economic Feasibility Study Medan-Berastagi Via Tuntungan Intersection-Sibolangit,2023,"Authors : A Amrizal, K Kusumadi, F Fadli, S Samiran","International Journal of Science, Technology & Management 4 (1), 14-22, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'Alternative Road Economic Feasibility Study Medan-Berastagi Via Tuntungan Intersection-Sibolangit'
"Vol 13, No 2 (2022): September 2022",2023,Authors : A Amrizal,"MECHANICAL 13 (2), 2023",0 cited,"https://scholar.google.com/scholar?q=+intitle:'Vol 13, No 2 (2022): September 2022'"
Design and CFD analysis of photovoltaic/thermal (PV/T) air collector with straight fins,2023,"Authors : A Amrizal, A Amrul, A Firmansyah, J Prasetyo, A Yonanda","AIP Conference Proceedings 2601 (1), 2023",3 cited,https://scholar.google.com/scholar?q=+intitle:'Design and CFD analysis of photovoltaic/thermal (PV/T) air collector with straight fins'
PPTTG PENYEDIAAN AIR BERSIH DI PONDOK PESANTREN AL-QUR’AN DARUL IBTIHAJ DESA SAMPALI KECAMATAN PERCUT SEI TUAN KABUPATEN DELI SERDANG,2023,"Authors : K Kusumadi, A Amrizal, H Wathan, SA Gultom","Amaliah: Jurnal Pengabdian Kepada Masyarakat 7 (1), 122-129, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'PPTTG PENYEDIAAN AIR BERSIH DI PONDOK PESANTREN AL-QUR’AN DARUL IBTIHAJ DESA SAMPALI KECAMATAN PERCUT SEI TUAN KABUPATEN DELI SERDANG'
PEMANFAATAN INTERNET SEBAGAI MEDIA BELAJAR KEPADA GURU TAMAN KANAK KANAK DI TANJUNG PIAYU KOTA BATAM: Utilization of the Internet as a Learning Medium for Kindergarten Teachers …,2023,"Authors : R Harman, A Amrizal, N Nopriadi, SA Arnomo","PUAN INDONESIA 5 (1), 219-228, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'PEMANFAATAN INTERNET SEBAGAI MEDIA BELAJAR KEPADA GURU TAMAN KANAK KANAK DI TANJUNG PIAYU KOTA BATAM: Utilization of the Internet as a Learning Medium for Kindergarten Teachers …'
Rancang Bangun Sistem Informasi Geografis dan Pemesanan Lapangan Bulu Tangkis di Kota Batam,2023,"Authors : OM Zebua, A Amrizal","Computer and Science Industrial Engineering (COMASIE) 9 (2), 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'Rancang Bangun Sistem Informasi Geografis dan Pemesanan Lapangan Bulu Tangkis di Kota Batam'
Audit Attendance Information System Pada PT Pelayaran Kurnia Samudra Dengan Menggunakan Metode Framework COBIT,2023,"Authors : A Amrizal, Z Zakrimal","Journal of Operation System 1 (01), 1-9, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'Audit Attendance Information System Pada PT Pelayaran Kurnia Samudra Dengan Menggunakan Metode Framework COBIT'
Relativistic mass rates of accreted matter with accretion discs in the equatorial plane of slowly rotating neutron stars,2023,"Authors : A Yasrina, N Widianingrum, NS Risdianto, D Andra, NA Pramono, A Fajrin","AIP Conference Proceedings 2748 (1), 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'Relativistic mass rates of accreted matter with accretion discs in the equatorial plane of slowly rotating neutron stars'
Technology Pedagogical Content Knowledge (TPACK): An Analysis of Ability of Elementary School Teacher,2023,"Authors : MFY Annazar, R Firdaus, D Andra","4th International Conference on Progressive Education 2022 (ICOPE 2022), 669-684, 2023",1 cited,https://scholar.google.com/scholar?q=+intitle:'Technology Pedagogical Content Knowledge (TPACK): An Analysis of Ability of Elementary School Teacher'
ENFORCEMENT OF NARCOTICS ABUSE LAWS CLASS III CONTAINED IN MEDICINE COMIX IN TEENAGERS,2023,"Authors : BH Maryanti, M Muhtadi, HS Tisnanta","JURNAL ILMIAH ADVOKASI 11 (2), 402-418, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'ENFORCEMENT OF NARCOTICS ABUSE LAWS CLASS III CONTAINED IN MEDICINE COMIX IN TEENAGERS'
Prosecution Paradigm in the Indonesian Criminal Justice System,2023,"Authors : M Rony, E Dewi, HS Tisnanta","Russian Law Journal 11 (5), 3078-3085, 2023",3 cited,https://scholar.google.com/scholar?q=+intitle:'Prosecution Paradigm in the Indonesian Criminal Justice System'
PENERAPAN BOUNDARY VALUE ANALYSIS PADA APLIKASI KEPEGAWAIAN LENKA EDUKASI,2023,"Authors : F Firdian, Z Efendy, L Rahmelina","Ensiklopedia of Journal 5 (2), 246-253, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'PENERAPAN BOUNDARY VALUE ANALYSIS PADA APLIKASI KEPEGAWAIAN LENKA EDUKASI'
Enterprise Information System: Integrasi dan Pengelolaan Bisnis yang Efektif,2023,"Authors : M Fairuzabadi, N Saputra, A Muhardono, N Namora, S Kuswandi, ...","Yayasan Kita Menulis, 2023",2 cited,https://scholar.google.com/scholar?q=+intitle:'Enterprise Information System: Integrasi dan Pengelolaan Bisnis yang Efektif'
Peran Teknologi Informasi di Era Society 5.0 di Lingkungan Mesjid Jabal Nur SPN Padang Besi Kota Padang,2023,"Authors : H Aisyah, W Sirait, F Firdian, N Azizah, CL Andesti","Jurnal Pengabdian Masyarakat dan Riset Pendidikan 2 (1), 171-175, 2023",3 cited,https://scholar.google.com/scholar?q=+intitle:'Peran Teknologi Informasi di Era Society 5.0 di Lingkungan Mesjid Jabal Nur SPN Padang Besi Kota Padang'
SISTEM INFORMASI UJIAN HARIAN ONLINE BERBASIS WEB DI SMA PERTIWI 1 PADANG,2023,"Authors : A Arman, F Firdian, R Sarly","IndraTech 4 (2), 14-22, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'SISTEM INFORMASI UJIAN HARIAN ONLINE BERBASIS WEB DI SMA PERTIWI 1 PADANG'
Hydraulic gradient analysis on embankment dam foundation associated with internal erosion,2023,"Authors : RAM Putra, D Pratiwi, AD Putra, EP Wahono, DI Kusumastuti, A Fitri","IOP Conference Series: Earth and Environmental Science 1173 (1), 012027, 2023",206 cited,https://scholar.google.com/scholar?q=+intitle:'Hydraulic gradient analysis on embankment dam foundation associated with internal erosion'
"Hydraulic gradient analysis on embankment dam foundation associated with internal erosion. IOP Conference Series: Earth and Environmental Science, 1173 (1)",2023,"Authors : RAM Putra, D Pratiwi, AD Putra, EP Wahono, DI Kusumastuti, A Fitri",,5 cited,"https://scholar.google.com/scholar?q=+intitle:'Hydraulic gradient analysis on embankment dam foundation associated with internal erosion. IOP Conference Series: Earth and Environmental Science, 1173 (1)'"
Hydraulic Analysis of Dredging Impacts in Downstream Reach of the Tulang Bawang River,2023,"Authors : DI Kusumastuti, D Jokowinarno","International Journal on Advanced Science, Engineering and Information …, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'Hydraulic Analysis of Dredging Impacts in Downstream Reach of the Tulang Bawang River'
"ANALISIS SPASIAL INDEKS EROSI DAS BULOK, LAMPUNG, INDONESIA",2023,"Authors : AF Maghribie, SB Yuwono, DI Kusumastuti, M Amin, IS Banuwa, ...","Jurnal Hutan Tropis 11 (3), 273-284, 2023",1 cited,"https://scholar.google.com/scholar?q=+intitle:'ANALISIS SPASIAL INDEKS EROSI DAS BULOK, LAMPUNG, INDONESIA'"
Reduction of Escherichia coli Contamination in Vannameii Shrimp (Litopenaeus vannamei) using Cassava Leaf Extract (Manihot glaziovii) and Noni Fruit (Morinda citrifolia L.),2023,"Authors : VA Chori, D Sartika, S Hidayati, AS Suharyono, TP Utomo","Jurnal Teknik Pertanian Lampung (Journal of Agricultural Engineering) 12 (1 …, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'Reduction of Escherichia coli Contamination in Vannameii Shrimp (Litopenaeus vannamei) using Cassava Leaf Extract (Manihot glaziovii) and Noni Fruit (Morinda citrifolia L.)'
"PENDAMPINGAN PRODUKSI PARFUM KHAS LAMPUNG DI GERAI SMELLGOOD. BYOSN, KOTA BANDAR LAMPUNG",2023,"Authors : TP Utomo, S Subeki, GA Ibrahim, OS Ningtyas","Jurnal Pengabdian Fakultas Pertanian Universitas Lampung 2 (1), 107-114, 2023",0 cited,"https://scholar.google.com/scholar?q=+intitle:'PENDAMPINGAN PRODUKSI PARFUM KHAS LAMPUNG DI GERAI SMELLGOOD. BYOSN, KOTA BANDAR LAMPUNG'"
EVALUASI KINERJA KOLAM PENGENDAP LUMPUR (KPL) BATUBARA DI STOCKPILE PT BUKIT ASAM Tbk UNIT PELABUHAN TARAHAN,2023,"Authors : F Firdaus, E Suroso, A Alimuddin, S Bakri, SD Yuwono","Jurnal Hutan Tropis Volume 11 (1), 84-91, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'EVALUASI KINERJA KOLAM PENGENDAP LUMPUR (KPL) BATUBARA DI STOCKPILE PT BUKIT ASAM Tbk UNIT PELABUHAN TARAHAN'
Analisis strategi Pemasaran Pempek Cemot Kabupaten Lahat,2023,"Authors : K Permatasari, F Nurainy, TP Utomo, E Suroso","Jurnal Agroindustri Berkelanjutan 2 (1), 123-129, 2023",3 cited,https://scholar.google.com/scholar?q=+intitle:'Analisis strategi Pemasaran Pempek Cemot Kabupaten Lahat'
similarity Physicochemical Characteristics and Pasting Properties of Modified Cassava Starch and Flour by Integrated Processing Technology,2023,"Authors : S Surfiana, U Hasanudin, S Nurdjanah, TP Utomo","Horizon Research Publishing (HRPUB), 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'similarity Physicochemical Characteristics and Pasting Properties of Modified Cassava Starch and Flour by Integrated Processing Technology'
Karakterisasi asap cair dari serasah daun kering di lingkungan Universitas Lampung [Characterization of liquid smoke from dry leaf litter in Lampung University],2023,"Authors : E Suroso, H Al Rasyid, TP Utomo, DNA Ritonga, PS Anungputri","Jurnal Teknologi & Industri Hasil Pertanian 28 (2), 110-119, 2023",2 cited,https://scholar.google.com/scholar?q=+intitle:'Karakterisasi asap cair dari serasah daun kering di lingkungan Universitas Lampung [Characterization of liquid smoke from dry leaf litter in Lampung University]'
DETERMINATION OF CLEAN PRODUCTION STRATEGY IN GINGER ESSENTIAL OIL AGROINDUSTRY CV. XY LAMPUNG,2023,"Authors : A Azalia, TP Utomo, S Hidayati","Jurnal Pengembangan Agroindustri Terapan 2 (1), 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'DETERMINATION OF CLEAN PRODUCTION STRATEGY IN GINGER ESSENTIAL OIL AGROINDUSTRY CV. XY LAMPUNG'
Improving Biogas Production in Tapioca Industry by Using Onggok as Co-substrate,2023,"Authors : U Hasanudin, ND Safira, F Nurainy, TP Utomo, A Haryanto","International Journal of Renewable Energy Research (IJRER) 13 (2), 741-749, 2023",3 cited,https://scholar.google.com/scholar?q=+intitle:'Improving Biogas Production in Tapioca Industry by Using Onggok as Co-substrate'
Formulasi Minyak Atsiri (Essential Oil) Cengkeh (Oleum syzygium aromaticum) Pada Pembuatan Eau De Parfum,2023,"Authors : S Itamar, PT Utomo, EG Fadhallah, H Al Rasyid","Jurnal Kelitbangan 11 (2), 209-224, 2023",3 cited,https://scholar.google.com/scholar?q=+intitle:'Formulasi Minyak Atsiri (Essential Oil) Cengkeh (Oleum syzygium aromaticum) Pada Pembuatan Eau De Parfum'
Evaluation on the effect of butternut pumpkin (Cucurbita moschata) maturity stage on the bioactive components and antioxidant activity of pumpkin flour,2023,"Authors : S Nurdjanah, N Nurbaiti, S Astuti, TP Utomo, S Dewi","Jurnal Teknologi & Industri Hasil Pertanian 28 (2), 174-183, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'Evaluation on the effect of butternut pumpkin (Cucurbita moschata) maturity stage on the bioactive components and antioxidant activity of pumpkin flour'
Sistem Informasi Pemasaran Berbasis Website Terhadap Brand Awareness dan Minat Beli Produk Udang Instan Berbumbu Merek Seadang,2023,"Authors : ME Kustyawati, AM Putri","Sosio e-Kons 14 (3), 315-322, 2023",2 cited,https://scholar.google.com/scholar?q=+intitle:'Sistem Informasi Pemasaran Berbasis Website Terhadap Brand Awareness dan Minat Beli Produk Udang Instan Berbumbu Merek Seadang'
Analisis Pengendalian Persediaan Bahan Baku Kopi (Studi Kasus: Kopi Rigis),2023,"Authors : F Iskandar, H Al Rasyid, P Yuliandari, E Suroso","Jurnal Agroindustri Berkelanjutan 2 (1), 206-216, 2023",1 cited,https://scholar.google.com/scholar?q=+intitle:'Analisis Pengendalian Persediaan Bahan Baku Kopi (Studi Kasus: Kopi Rigis)'
STRATEGI PEMASARAN JAMUR TIRAM (Pleurotus Ostreatus)(Studi Kasus: Usaha Jamur Tiram Kus Mushroom di Kecamatan Seputih Surabaya Kabupaten Lampung Tengah) THE MARKETING STRATEGY …,2023,"Authors : E Fitriana, E Suroso, M Nur, H Al Rasyid","Jurnal Agroindustri Berkelanjutan 2 (2), 326-340, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'STRATEGI PEMASARAN JAMUR TIRAM (Pleurotus Ostreatus)(Studi Kasus: Usaha Jamur Tiram Kus Mushroom di Kecamatan Seputih Surabaya Kabupaten Lampung Tengah) THE MARKETING STRATEGY …'
STRATEGI SISTEM PENGELOLAAN LINGKUNGAN AGROINDUSTRI KARET DENGAN METODE ANALYTICAL HIERARCHY PROSESS (AHP) DI PROPINSI LAMPUNG,2023,Authors : E Suroso,"Jurnal Pengembangan Agroindustri Terapan 2 (2), 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'STRATEGI SISTEM PENGELOLAAN LINGKUNGAN AGROINDUSTRI KARET DENGAN METODE ANALYTICAL HIERARCHY PROSESS (AHP) DI PROPINSI LAMPUNG'
Karakteristik Asap Cair Daun Pisang Kering Redestilasi,2023,"Authors : E Suroso, H Al Rasyid","Jurnal Penelitian Pertanian Terapan 23 (4), 518-524, 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'Karakteristik Asap Cair Daun Pisang Kering Redestilasi'
"PENGARUH PERBANDINGAN TEPUNG MOCAF (Modified Cassava Flour) DAN TAPIOKA SEBAGAI BAHAN PENGISI TERHADAP SIFAT KIMIA, FISIK, DAN SENSORI NUGGET IKAN BAJI-BAJI (Grammoplites Scaber)",2023,"Authors : K Jayanti, E Suroso, S Astuti, N Herdiana","Jurnal Agroindustri Berkelanjutan 2 (2), 250-263, 2023",0 cited,"https://scholar.google.com/scholar?q=+intitle:'PENGARUH PERBANDINGAN TEPUNG MOCAF (Modified Cassava Flour) DAN TAPIOKA SEBAGAI BAHAN PENGISI TERHADAP SIFAT KIMIA, FISIK, DAN SENSORI NUGGET IKAN BAJI-BAJI (Grammoplites Scaber)'"
Pendampingan Pengkayaan Motif Batik Bertema Kekayaan Sumber Daya Alam pada CV Andanan Batik Lampung,2023,"Authors : EL Rustiati, E Suroso, NY Aryani","Seandanan: Jurnal Pengabdian Pada Masyarakat 3 (2), 2023",0 cited,https://scholar.google.com/scholar?q=+intitle:'Pendampingan Pengkayaan Motif Batik Bertema Kekayaan Sumber Daya Alam pada CV Andanan Batik Lampung'
